Avg_Pl1,Avg_Pl0,B365_Pl1,B365_Pl0,Date,Pl1_Rank,Player 1,Max_Pl1,Max_Pl0,PS_Pl1,PS_Pl0,Pl0_Rank,Player 0,Won,Indoor,Outdoor,Carpet,Clay,Grass,Greenset,Hard,Grand Slam,International,Premier,Tour Championships,1st Round,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final,Third Place
,,1.04,9.0,2007-01-04,7,Hingis M.,,,1.043,19.0,54,Castano C.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
,,8.0,1.05,2007-01-05,38,Garbin T.,,,13.4,1.065,7,Hingis M.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
,,1.57,2.25,2007-01-05,11,Safina D.,,,1.735,2.26,20,Peer S.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
,,1.36,3.0,2007-01-06,7,Hingis M.,,,1.403,3.28,11,Safina D.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
,,,,2007-01-07,13,Chakvetadze A.,,,1.167,6.4,51,Dominguez Lino L.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-08,44,Likhovtseva E.,,,1.485,2.86,52,Oprandi R.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,2.0,1.72,2007-01-08,46,Castano C.,,,2.5,1.625,83,Vinci R.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.44,2.62,2007-01-08,37,Krajicek M.,,,1.469,2.93,38,Bremond S.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.57,2.25,2007-01-08,30,Santangelo M.,,,1.571,2.65,50,Camerin M.E.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.83,1.83,2007-01-08,29,Kirilenko M.,,,2.03,1.885,66,Mirza S.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.53,2.37,2007-01-08,74,Safarova L.,,,1.617,2.52,36,Muller M.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.72,2.0,2007-01-08,87,Harkleroad A.,,,2.1,1.8330000000000002,56,Bammer S.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.72,2.0,2007-01-08,28,Medina Garrigues A.,,,2.06,1.8619999999999999,42,Vesnina E.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,3.0,1.33,2007-01-08,53,Kostanic J.,,,3.7,1.3330000000000002,165,Molik A.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.07,7.0,2007-01-08,32,Bondarenko A.,,,1.08,11.0,992,Moore J.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-08,111,Foretz S.,,,2.88,1.4809999999999999,34,Zheng J.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-08,70,Bardina V.,,,,,55,Dulko G.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-08,31,Pennetta F.,,,,,64,Nakamura A.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.12,5.0,2007-01-08,94,Williams S.,,,1.131,7.95,60,Arvidsson S.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,2.25,1.57,2007-01-09,123,Obziler T.,,,2.48,1.633,39,Poutchkova O.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,,1.44,2.62,2007-01-09,34,Zheng J.,,,1.51,2.81,38,Bremond S.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,1.66,2.1,2007-01-09,30,Santangelo M.,,,1.676,2.38,46,Castano C.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,2.75,1.39,2007-01-09,56,Bammer S.,,,3.43,1.38,28,Medina Garrigues A.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,4.0,1.19,2007-01-09,74,Safarova L.,,,5.36,1.21,94,Williams S.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,1.83,1.83,2007-01-09,70,Bardina V.,,,1.9169999999999998,1.99,64,Nakamura A.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,,,2007-01-09,39,Poutchkova O.,,,,,13,Chakvetadze A.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,1.36,3.0,2007-01-09,66,Mirza S.,,,1.3619999999999999,3.56,52,Oprandi R.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,2.0,1.72,2007-01-09,32,Bondarenko A.,,,2.23,1.7519999999999998,165,Molik A.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,,2.1,1.66,2007-01-10,70,Bardina V.,,,2.11,1.8259999999999998,46,Castano C.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
,,1.83,1.83,2007-01-10,165,Molik A.,,,1.847,2.08,66,Mirza S.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
,,1.39,2.75,2007-01-10,13,Chakvetadze A.,,,1.403,3.28,34,Zheng J.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
,,1.14,5.0,2007-01-10,94,Williams S.,,,1.215,5.25,56,Bammer S.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
,,1.9,1.8,2007-01-11,70,Bardina V.,,,2.0,1.909,56,Bammer S.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
,,2.75,1.39,2007-01-11,66,Mirza S.,,,3.25,1.4080000000000001,13,Chakvetadze A.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
,,1.25,3.5,2007-01-12,13,Chakvetadze A.,,,1.263,4.5,70,Bardina V.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
,,,,2007-01-07,159,Dellacqua C.,,,10.0,1.091,14,Ivanovic A.,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-07,21,Li N.,,,2.2,1.7690000000000001,15,Schiavone F.,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-07,19,Groenefeld A.L.,,,3.48,1.3730000000000002,18,Peer S.,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,,,2007-01-07,11,Vaidisova N.,,,1.5519999999999998,2.71,17,Hantuchova D.,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,1.57,2.25,2007-01-08,24,Zvonareva V.,,,1.719,2.29,27,Stosur S.,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,1.44,2.5,2007-01-08,22,Golovin T.,,,1.524,2.78,54,Peng S.,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,1.3,3.25,2007-01-08,20,Bartoli M.,,,1.2990000000000002,4.04,82,Fedak Y.,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,1.22,3.75,2007-01-08,9,Schnyder P.,,,1.301,4.02,101,Dushevina V.,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,4.0,1.19,2007-01-08,1323,Bovina E.,,,5.06,1.224,23,Srebotnik K.,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,1.83,1.83,2007-01-08,12,Jankovic J.,,,1.901,2.01,7,Hingis M.,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,3.25,1.28,2007-01-08,26,Sugiyama A.,,,3.97,1.306,8,Dementieva E.,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,7.0,1.07,2007-01-08,72,Pratt N.,,,10.72,1.085,10,Safina D.,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
,,2.62,1.44,2007-01-09,27,Stosur S.,,,2.65,1.571,12,Jankovic J.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,1.28,3.25,2007-01-09,3,Mauresmo A.,,,1.357,3.6,22,Golovin T.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,1.66,2.1,2007-01-09,9,Schnyder P.,,,1.909,2.0,18,Peer S.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,2.75,1.39,2007-01-09,21,Li N.,,,2.9,1.476,8,Dementieva E.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,8.5,1.04,2007-01-09,72,Pratt N.,,,16.0,1.05,5,Clijsters K.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,1.1,6.0,2007-01-09,11,Vaidisova N.,,,1.156,6.83,82,Fedak Y.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,1.33,3.0,2007-01-09,4,Kuznetsova S.,,,1.392,3.35,23,Srebotnik K.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,2.62,1.44,2007-01-09,14,Ivanovic A.,,,1.962,1.943,6,Petrova N.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
,,4.5,1.16,2007-01-10,18,Peer S.,,,5.5,1.2,5,Clijsters K.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
,,1.61,2.2,2007-01-10,21,Li N.,,,1.7690000000000001,2.2,23,Srebotnik K.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
,,1.53,2.37,2007-01-10,3,Mauresmo A.,,,1.524,2.78,12,Jankovic J.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
,,1.8,1.9,2007-01-10,11,Vaidisova N.,,,1.935,1.9709999999999999,14,Ivanovic A.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
,,7.0,1.08,2007-01-11,21,Li N.,,,7.43,1.14,5,Clijsters K.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
,,1.72,2.0,2007-01-11,12,Jankovic J.,,,1.7690000000000001,2.2,11,Vaidisova N.,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
,,2.75,1.39,2007-01-12,12,Jankovic J.,,,3.1,1.435,5,Clijsters K.,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
,,1.04,9.5,2007-01-15,3,Mauresmo A.,,,1.065,13.5,44,Perry S.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.62,1.44,2007-01-15,108,Gallovits E.,,,2.83,1.493,90,Tu M.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.36,3.0,2007-01-15,38,Poutchkova O.,,,1.285,4.21,91,Domachowska M.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.53,2.37,2007-01-15,74,Gajdosova J.,,,1.685,2.36,95,Sequera M.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.1,6.0,2007-01-15,17,Peer S.,,,1.1,9.0,54,Oprandi R.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.83,1.83,2007-01-15,105,Fernandez C.,,,1.87,2.05,106,Ondraskova Z.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.33,3.25,2007-01-15,28,Kirilenko M.,,,1.444,3.05,89,Sprem K.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.0,1.72,2007-01-15,110,Voskoboeva G.,,,2.0,1.909,84,Benesova I.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.57,2.25,2007-01-15,68,Yakimova A.,,,1.7409999999999999,2.25,101,Pous Tio L.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.9,1.8,2007-01-15,73,Fedak Y.,,,2.2,1.7690000000000001,94,Azarenka V.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.83,1.83,2007-01-15,36,Muller M.,,,2.15,1.8,157,Cravero J.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,6.0,1.1,2007-01-15,63,Smashnovai A.,,,8.0,1.13,23,Golovin T.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.0,1.72,2007-01-15,116,Vakulenko J.,,,1.98,1.926,43,Likhovtseva E.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,6.5,1.1,2007-01-15,112,Foretz S.,,,7.8,1.133,8,Dementieva E.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.53,2.37,2007-01-15,55,Camerin M.E.,,,1.662,2.41,103,Flipkens K.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,3.5,1.28,2007-01-15,61,Arvidsson S.,,,4.55,1.26,26,Sugiyama A.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.1,6.5,2007-01-15,12,Vaidisova N.,,,1.12,8.53,64,Craybas J.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,4.5,1.16,2007-01-15,169,Dellacqua C.,,,5.4,1.208,22,Srebotnik K.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.2,1.61,2007-01-15,41,Vesnina E.,,,2.13,1.8130000000000002,30,Medina Garrigues A.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,10.0,1.04,2007-01-15,92,Wozniak A.,,,21.0,1.04,11,Jankovic J.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.37,1.53,2007-01-15,83,Birnerova E.,,,2.55,1.6059999999999999,82,Sucha M.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.37,1.53,2007-01-15,118,Czink M.,,,2.9,1.476,69,Ruano Pascual V.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.66,2.1,2007-01-15,21,Bartoli M.,,,1.781,2.18,109,Dushevina V.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,3.25,1.33,2007-01-15,98,Brianti A.,,,3.24,1.41,70,Safarova L.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,2.0,1.72,2007-01-15,57,Dulko G.,,,2.18,1.781,79,Sun T.T.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,8.0,1.06,2007-01-15,71,Tanasugarn T.,,,11.0,1.083,6,Petrova N.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.12,5.5,2007-01-15,20,Schiavone F.,,,1.185,5.92,93,Kloesel S.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.19,4.33,2007-01-15,31,Zheng J.,,,1.229,4.96,97,Schruff J.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
,,1.02,11.0,2007-01-15,4,Kuznetsova S.,,,1.067,13.0,914,Moore J.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
